# Program:featureCounts v1.4.6-p3; Command:"subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "2" "-a" "annotation.gff" "-o" "counts_all_illumina.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_02338	CP000253.1	2166644	2166877	-	234	1264	1466	2604	2978	71	1172
gene-SAOUHSC_02339	CP000253.1	2167009	2167101	-	93	17	22	22	29	5	9
gene-SAOUHSC_02340	CP000253.1	2167439	2167843	-	405	11221	9131	19229	27751	7996	7804
gene-SAOUHSC_02341	CP000253.1	2167863	2169275	-	1413	30194	25153	51462	66327	33140	20707
gene-SAOUHSC_02343	CP000253.1	2169297	2170094	-	798	16655	14382	31264	47417	7732	12450
gene-SAOUHSC_02345	CP000253.1	2170194	2171702	-	1509	23545	22281	44951	53985	17980	16340
gene-SAOUHSC_02346	CP000253.1	2171724	2172263	-	540	7928	7113	14973	22805	2899	5991
gene-SAOUHSC_02347	CP000253.1	2172263	2172784	-	522	9240	8714	18036	19851	7900	6404
gene-SAOUHSC_02349	CP000253.1	2172982	2173194	-	213	6109	6162	12588	20890	6801	4179
gene-SAOUHSC_02350	CP000253.1	2173237	2173965	-	729	11497	10761	25713	30617	6489	7890
gene-SAOUHSC_02351	CP000253.1	2173986	2174438	-	453	6385	5052	14025	18641	999	4500
gene-SAOUHSC_02352	CP000253.1	2174506	2175633	-	1128	16625	13598	31391	34103	9966	10569
gene-SAOUHSC_02353	CP000253.1	2175657	2176286	-	630	7850	6433	15743	13960	3458	4853
gene-SAOUHSC_02354	CP000253.1	2176314	2177552	-	1239	19941	17137	42905	45754	18923	12803
gene-SAOUHSC_02355	CP000253.1	2177579	2178103	-	525	6593	5659	15582	22063	13541	4258
gene-SAOUHSC_02356	CP000253.1	2178210	2178629	-	420	825	646	682	912	75	752
gene-SAOUHSC_02357	CP000253.1	2178626	2179723	-	1098	1377	1071	1372	1563	214	1053
gene-SAOUHSC_02358	CP000253.1	2179756	2180508	-	753	7325	6323	6199	5532	1083	6527
gene-SAOUHSC_02359	CP000253.1	2180579	2181655	-	1077	7564	6408	5497	5513	1350	6933
gene-SAOUHSC_02360	CP000253.1	2181656	2182255	-	600	3891	3348	2418	2248	236	3507
gene-SAOUHSC_02361	CP000253.1	2182602	2182856	-	255	54826	40301	18066	11343	2616	41937
gene-SAOUHSC_02362	CP000253.1	2182974	2184290	-	1317	18580	17618	21148	23321	3439	17957
gene-SAOUHSC_02363	CP000253.1	2184537	2185964	-	1428	15940	15098	30856	37716	14132	11809
gene-SAOUHSC_02364	CP000253.1	2186202	2186537	-	336	45473	36002	6593	8086	731	41386
gene-SAOUHSC_02365	CP000253.1	2186626	2187885	-	1260	43834	39960	12359	16586	2176	41455
gene-SAOUHSC_02366	CP000253.1	2188351	2189211	-	861	31914	24143	29337	22232	5910	25899
gene-SAOUHSC_02367	CP000253.1	2189429	2189950	+	522	796	571	1348	1271	84	539
gene-SAOUHSC_02368	CP000253.1	2190059	2191669	-	1611	6636	6415	10576	12950	2895	5631
gene-SAOUHSC_02369	CP000253.1	2192005	2192535	-	531	12734	9202	8205	10147	939	10282
gene-SAOUHSC_02370	CP000253.1	2192647	2193507	-	861	1477	1223	1995	1419	223	1036
gene-SAOUHSC_A02254	CP000253.1	2193721	2193879	-	159	36	24	47	67	4	52
gene-SAOUHSC_02371	CP000253.1	2193931	2194734	+	804	2329	2373	2284	2526	614	1861
gene-SAOUHSC_02372	CP000253.1	2194864	2195535	-	672	6450	5425	4670	4997	547	5601
gene-SAOUHSC_02373	CP000253.1	2195934	2197127	-	1194	3002	2888	2935	3977	490	2321
gene-SAOUHSC_02374	CP000253.1	2197127	2198311	-	1185	2098	2407	2901	3958	806	1713
gene-SAOUHSC_02375	CP000253.1	2198622	2199092	+	471	1662	1506	3415	4727	923	1058
gene-SAOUHSC_02376	CP000253.1	2199244	2199594	-	351	29251	20878	3720	3476	392	20662
gene-SAOUHSC_02377	CP000253.1	2199608	2200909	-	1302	71775	60005	9617	13806	2869	57704
gene-SAOUHSC_02378	CP000253.1	2200893	2201021	+	129	818	582	196	244	37	761
gene-SAOUHSC_02379	CP000253.1	2201188	2201850	-	663	18760	15989	4835	6138	2522	12923
gene-SAOUHSC_02380	CP000253.1	2202165	2202875	+	711	16164	13752	6918	6611	941	11641
gene-SAOUHSC_02381	CP000253.1	2202996	2203439	-	444	503331	360329	13060	10874	1558	360038
gene-SAOUHSC_02382	CP000253.1	2203639	2204052	-	414	1679	1300	1868	3394	259	1311
gene-SAOUHSC_02383	CP000253.1	2204510	2205883	-	1374	5962	4784	6737	8872	542	4678
gene-SAOUHSC_02384	CP000253.1	2206555	2206785	-	231	861	757	992	1358	160	627
gene-SAOUHSC_02385	CP000253.1	2206816	2207673	-	858	1901	1679	3975	6426	741	1421
gene-SAOUHSC_02386	CP000253.1	2207609	2207833	-	225	268	251	651	1072	33	253
gene-SAOUHSC_02387	CP000253.1	2208190	2208855	-	666	1145	1253	5221	8239	2681	912
gene-SAOUHSC_02388	CP000253.1	2209007	2209327	+	321	2277	2723	341	448	28	2069
gene-SAOUHSC_02389	CP000253.1	2209329	2210309	+	981	9234	9785	1737	2006	193	8320
gene-SAOUHSC_02390	CP000253.1	2210575	2211666	+	1092	6306	5092	14530	20752	1027	4623
gene-SAOUHSC_02391	CP000253.1	2212109	2212213	-	105	5205	4190	12768	6314	4070	2389
gene-SAOUHSC_02392	CP000253.1	2212638	2212841	-	204	671	726	399	694	42	731
gene-SAOUHSC_02393	CP000253.1	2212900	2214036	-	1137	413	327	1135	1730	131	384
gene-SAOUHSC_02394	CP000253.1	2214325	2214417	+	93	8	3	26	27	12	10
gene-SAOUHSC_A02273	CP000253.1	2214493	2214651	+	159	63	32	186	298	12	38
gene-SAOUHSC_02396	CP000253.1	2215122	2215979	-	858	2863	2351	3832	4988	790	1775
gene-SAOUHSC_02397	CP000253.1	2216047	2216829	-	783	1283	1281	1673	2791	603	1008
gene-SAOUHSC_02399	CP000253.1	2217061	2218866	-	1806	18155	12977	9461	10017	1285	11956
gene-SAOUHSC_02400	CP000253.1	2219547	2221085	+	1539	2421	2757	5341	2440	593	1878
gene-SAOUHSC_02401	CP000253.1	2221120	2223252	+	2133	2648	3462	6743	8260	1492	1985
gene-SAOUHSC_02402	CP000253.1	2223264	2223698	+	435	809	1012	2837	3180	1847	574
gene-SAOUHSC_02403	CP000253.1	2223698	2224804	+	1107	1893	2391	6595	7058	1197	1278
gene-SAOUHSC_02404	CP000253.1	2225123	2232559	-	7437	6893	4552	2191	2057	320	4632
gene-SAOUHSC_02405	CP000253.1	2232836	2234191	-	1356	12332	8846	7965	9009	1638	9914
gene-SAOUHSC_02406	CP000253.1	2234218	2235150	-	933	4591	3497	3029	2729	225	3828
gene-SAOUHSC_02407	CP000253.1	2235152	2235961	-	810	3954	3141	3253	3387	247	3078
gene-SAOUHSC_02409	CP000253.1	2236150	2237058	-	909	2231	2296	6559	11497	1551	1139
gene-SAOUHSC_02410	CP000253.1	2237284	2238486	+	1203	1549	1318	822	652	28	1333
gene-SAOUHSC_02411	CP000253.1	2238622	2238726	+	105	118	92	26	12	9	119
gene-SAOUHSC_T00037	CP000253.1	2238714	2238789	-	76	0	0	0	0	0	0
gene-SAOUHSC_02412	CP000253.1	2238752	2238868	-	117	0	0	0	0	0	0
gene-SAOUHSC_T00017	CP000253.1	2238793	2238867	-	75	0	0	0	0	0	0
gene-SAOUHSC_T00058	CP000253.1	2238877	2238960	-	84	363	286	123	54	81	246
gene-SAOUHSC_T00061	CP000253.1	2238990	2239065	-	76	405	442	83	68	28	402
gene-SAOUHSC_T00020	CP000253.1	2239073	2239144	-	72	35	37	20	2	27	16
gene-SAOUHSC_T00010	CP000253.1	2239146	2239220	-	75	127	105	81	24	52	107
gene-SAOUHSC_R00015	CP000253.1	2239231	2239345	-	115	2	2	2	2	6	0
gene-SAOUHSC_R00010	CP000253.1	2239418	2242340	-	2923	1759	1843	1365	1040	2371	735
gene-SAOUHSC_T00029	CP000253.1	2242631	2242707	-	77	3229	789	533	579	429	1499
gene-SAOUHSC_R0005	CP000253.1	2242800	2244356	-	1557	322	179	363	220	805	53
gene-SAOUHSC_02416	CP000253.1	2244539	2244724	-	186	24	3	7	4	1	19
gene-SAOUHSC_02417	CP000253.1	2244932	2245819	-	888	7442	5584	5226	5945	1367	6641
gene-SAOUHSC_02418	CP000253.1	2246027	2247469	-	1443	6523	5007	4428	5666	710	6096
gene-SAOUHSC_02419	CP000253.1	2247791	2248264	-	474	1220	730	1260	1562	50	1295
gene-SAOUHSC_02420	CP000253.1	2248363	2249706	-	1344	4422	3154	1765	1744	222	4350
gene-SAOUHSC_02422	CP000253.1	2249883	2250566	-	684	5845	4800	3915	3442	391	4801
gene-SAOUHSC_02423	CP000253.1	2250585	2251772	-	1188	16494	14450	10372	9778	2003	14708
gene-SAOUHSC_02424	CP000253.1	2251816	2252331	-	516	5768	4815	4023	4050	209	4622
gene-SAOUHSC_02425	CP000253.1	2252508	2252768	+	261	13813	15203	20792	23133	1974	8017
gene-SAOUHSC_02426	CP000253.1	2252900	2254093	-	1194	16361	9602	1069	1849	396	18322
gene-SAOUHSC_02427	CP000253.1	2254506	2255474	-	969	3858	2627	1030	1367	176	2950
gene-SAOUHSC_02428	CP000253.1	2255471	2256502	-	1032	3383	2588	961	1426	177	2654
gene-SAOUHSC_02430	CP000253.1	2256514	2257497	-	984	12477	7207	3194	4248	205	10026
gene-SAOUHSC_02432	CP000253.1	2257663	2257788	+	126	26	21	12	27	1	27
gene-SAOUHSC_02433	CP000253.1	2257889	2258959	-	1071	1581	1256	2073	1852	214	1140
gene-SAOUHSC_02434	CP000253.1	2258966	2260723	-	1758	3442	3018	4890	5406	1887	2582
gene-SAOUHSC_02435	CP000253.1	2260710	2261903	-	1194	822	532	423	602	42	539
gene-SAOUHSC_02436	CP000253.1	2262005	2263981	+	1977	4883	3397	2399	2948	269	4613
gene-SAOUHSC_02437	CP000253.1	2264437	2265237	+	801	360	343	112	113	9	358
gene-SAOUHSC_02438	CP000253.1	2265255	2265554	+	300	132	100	44	44	9	104
gene-SAOUHSC_02440	CP000253.1	2265717	2266061	+	345	108	49	46	21	1	68
gene-SAOUHSC_02441	CP000253.1	2266097	2266606	-	510	95179	97935	365834	516160	78175	60339
gene-SAOUHSC_02442	CP000253.1	2266669	2266908	-	240	14556	15554	70742	86348	70833	10409
gene-SAOUHSC_02443	CP000253.1	2266921	2267457	-	537	37595	46381	171686	244914	33932	24966
gene-SAOUHSC_02444	CP000253.1	2267632	2269194	-	1563	8548	11113	45571	51643	12641	6593
gene-SAOUHSC_02445	CP000253.1	2269501	2270502	-	1002	1946	1379	1559	1828	662	1309
gene-SAOUHSC_02447	CP000253.1	2270736	2271737	-	1002	6269	4759	5710	5875	1640	2902
gene-SAOUHSC_02448	CP000253.1	2272020	2272904	-	885	1491	1217	2202	2905	320	892
gene-SAOUHSC_02449	CP000253.1	2273155	2274567	-	1413	3183	2417	673	649	164	1795
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	2032	1863	518	438	171	1180
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	321	325	25	38	11	165
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	772	775	64	50	10	389
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	783	828	78	88	14	393
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	368	425	44	35	1	224
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	398	378	38	25	5	252
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	1789	1189	2323	2889	302	1063
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	1839	1289	1402	1582	374	1068
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	234	123	243	633	21	164
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	115	74	202	377	37	100
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	36	11	85	196	4	34
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	2132	1466	3006	3874	470	1228
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	469	283	927	1091	48	248
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	35	21	15	33	1	35
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	1739	1128	998	1294	173	1193
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	1167	935	1181	1702	273	819
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	654	549	951	1019	101	397
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	5979	5934	7754	6535	3003	2930
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	1197	754	692	469	71	795
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	2015	1342	1230	1180	290	1405
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	89	53	113	182	19	43
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	130	113	573	898	124	91
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	1926	1463	1352	2548	319	1928
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	1865	1427	2063	2517	243	1629
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	2217	1723	2065	3575	714	1607
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	360	331	461	1043	50	377
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	280	193	424	649	75	232
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	10	12	5	6	0	14
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	52802	48202	32245	27708	15500	38572
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	40793	44406	20868	24550	2944	35568
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	3022	2800	3161	3809	501	2249
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	1786	1580	2107	2623	508	1291
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	2495	2309	3663	4455	563	1855
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	1674	1545	3105	4013	964	1080
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	34628	28666	19203	16536	5710	26204
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	115328	99187	68218	78781	23727	95564
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	35815	32778	22643	18534	8649	25630
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	36284	32770	22823	38350	11244	28462
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	16082	14503	10314	31126	3137	17083
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	22209	19039	13381	15848	1798	16575
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	77844	69140	52615	59683	20274	63486
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	121284	105152	87730	123099	23109	91707
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	37402	32870	29307	27003	24030	26098
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	23863	20641	15477	31149	3079	20692
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	56855	50151	39272	52576	31926	42512
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	42174	36200	28443	57445	7139	34967
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	45254	39857	29779	28528	5494	32132
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	44737	33337	27281	46822	6922	35127
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	23843	18402	13812	24194	2455	18002
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	55509	44842	32377	52318	10694	40570
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	43789	37390	25223	47263	9939	35911
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	48252	38817	25791	33664	12148	33065
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	30635	26279	18386	28746	2288	24251
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	17018	13652	9448	15656	1728	13506
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	46502	40400	25520	32859	15561	31890
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	70771	60555	38789	51525	16626	50582
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	28867	24916	16408	35983	9924	21342
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	44390	36903	23805	42408	9673	32116
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	106821	90672	77096	98125	70378	77683
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	21326	17304	14533	22083	4431	15349
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	50535	44343	32942	43199	22408	37133
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	60922	51257	37934	53806	24909	46574
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	824	491	1135	2439	62	557
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	41075	24046	7304	6667	1168	44946
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	7238	5097	4592	6049	1434	7168
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	19	3	9	20	3	42
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	1535	990	1921	2961	192	1301
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	3589	2738	4581	6935	1864	2520
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	601	417	984	1798	272	377
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	2154	1377	1256	1890	129	1871
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	301	210	425	310	14	195
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	2963	1779	1856	2368	244	2763
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	10367	8094	10554	15203	3068	8261
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	6927	4898	6665	8574	1847	5526
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	302	216	505	666	61	249
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	1018	729	1898	2577	383	838
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	1808	1091	173	189	4	2349
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	6052	3228	391	400	36	6995
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	6649	3605	656	751	38	7103
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	324	171	160	136	94	255
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	213	137	128	126	146	139
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	65	42	44	39	2	38
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	4773	3320	4573	5645	1180	2908
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	1346	1056	1648	1570	553	806
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	459	354	355	259	149	242
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	1174	903	1050	2022	190	943
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	1144	840	858	1612	205	898
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	2653	1924	1749	2379	827	1898
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	2871	2282	2916	3543	404	2142
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	1028	797	746	931	305	694
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	1683	1283	1561	1963	370	1034
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	1881	1282	1193	1440	452	1363
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	1961	1286	1664	1894	196	1320
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	1402	964	1607	2408	230	977
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	3174	2140	2552	1365	147	1665
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	2079	1479	849	803	120	1333
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	667	548	433	588	104	522
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	639	514	520	842	107	449
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	7434	6122	5664	9811	1297	5509
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	606	396	249	383	115	386
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	769	562	455	880	272	586
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	1871	972	273	250	34	1381
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	359	202	39	26	8	239
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	642	425	51	42	7	499
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	3319	2158	569	485	200	2091
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	1136	655	254	266	36	734
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	1464	849	289	339	33	1053
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	2041	1302	494	581	51	1430
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	3378	1828	641	674	54	2423
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	34614	15531	16909	18253	2460	30963
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	28	17	61	45	4	21
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	2938	1938	2626	4869	540	2451
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	1466	955	2380	3711	683	1508
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	3166	2303	7728	9860	1232	2634
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	17046	20027	13712	13556	4035	21039
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	20253	16581	49059	63957	9420	13688
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	2245	2124	12811	19875	6314	1723
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	2233	1764	12186	14707	2973	1665
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	425	282	1493	1277	89	301
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	1098	1154	1276	1498	352	1215
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	76	44	48	34	7	63
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	5817	4511	10459	14874	3216	3581
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	4147	3077	2598	2927	627	3665
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	3963	3030	4618	5610	978	3215
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	137	75	372	624	12	170
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	9220	6985	13069	16302	2704	6503
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	41328	36183	64454	74823	19621	29872
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	14024	11528	6157	9178	2558	12059
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	2251	2862	2660	3421	400	1492
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	4008	3088	3434	6120	435	3085
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	274	170	99	155	17	219
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	312	151	600	537	28	169
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	44	9	39	68	11	24
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	14793	10783	7832	8737	665	10949
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	8411	7852	15904	20156	4785	7593
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	839	516	1530	2369	109	521
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	563	443	1052	1531	210	370
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	280	256	907	1167	67	187
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	763	595	2506	5094	488	480
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	403	243	2823	4818	252	302
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	264	206	466	586	20	228
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	2175	1813	3673	4771	727	1310
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	307	195	760	808	53	192
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	2082	1563	3320	6031	1070	1344
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	1023	795	2492	3037	1099	740
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	352	265	1638	2749	1638	178
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	230	126	684	1019	92	169
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	5854	4998	19960	25234	13444	3704
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	1201	835	1737	2890	796	803
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	3205	2151	916	1166	276	2047
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	2841	2106	569	799	307	1967
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	856	603	539	632	28	580
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	202	126	119	117	11	190
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	6036	5941	14074	16362	9435	3791
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	2913	1853	4411	5122	500	2175
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	1276	951	2527	2735	494	729
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	1138	807	2440	2323	193	606
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	192	139	242	216	25	165
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	2420	1999	3156	4500	602	1648
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	970	852	1645	3036	605	727
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	13	5	13	7	0	11
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	1827	1158	873	1124	71	1334
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	534	355	228	247	9	378
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	4959	3401	582	795	76	5141
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	608	413	435	418	261	359
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	1363	1081	838	660	131	1129
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	5773	4366	4865	5904	1397	4475
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	1840	1403	2172	2314	137	1480
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	1032	715	1550	2278	114	624
