# Program:featureCounts v1.4.6-p3; Command:"../subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-s" "1" "-T" "2" "-a" "../annotation.gff" "-o" "counts_final.txt" "SRR10379721.bam" "SRR10379722.bam" "SRR10379724.bam" "SRR10379725.bam" "SRR10379726.bam" "SSR10379723.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379721.bam	SRR10379722.bam	SRR10379724.bam	SRR10379725.bam	SRR10379726.bam	SSR10379723.bam
gene-SAOUHSC_02450	CP000253.1	2274585	2276297	-	1713	1363	1392	204	165	66	753
gene-SAOUHSC_02451	CP000253.1	2276303	2276614	-	312	277	300	14	34	11	146
gene-SAOUHSC_02452	CP000253.1	2276636	2277616	-	981	641	725	40	36	8	326
gene-SAOUHSC_02453	CP000253.1	2277620	2278552	-	933	648	738	37	40	13	327
gene-SAOUHSC_02454	CP000253.1	2278565	2279080	-	516	314	384	23	16	0	186
gene-SAOUHSC_02455	CP000253.1	2279096	2279524	-	429	317	331	14	10	4	192
gene-SAOUHSC_02456	CP000253.1	2279892	2280683	-	792	1606	1073	2281	2853	298	956
gene-SAOUHSC_02457	CP000253.1	2280889	2281629	+	741	1733	1205	1218	1290	309	1013
gene-SAOUHSC_A02331	CP000253.1	2281666	2281827	+	162	15	8	6	7	0	7
gene-SAOUHSC_02458	CP000253.1	2281920	2282528	-	609	112	74	202	374	35	96
gene-SAOUHSC_02459	CP000253.1	2282790	2282915	-	126	31	10	85	196	4	31
gene-SAOUHSC_02460	CP000253.1	2283135	2283983	-	849	2026	1393	2941	3800	459	1153
gene-SAOUHSC_02461	CP000253.1	2284053	2284469	-	417	428	261	918	1084	47	227
gene-SAOUHSC_02462	CP000253.1	2284713	2284880	+	168	16	8	10	28	0	16
gene-SAOUHSC_02463	CP000253.1	2284877	2287300	+	2424	1388	921	809	1154	156	978
gene-SAOUHSC_02464	CP000253.1	2287360	2288214	-	855	1106	872	1057	1618	265	762
gene-SAOUHSC_02465	CP000253.1	2288425	2289240	-	816	564	494	882	967	99	339
gene-SAOUHSC_02466	CP000253.1	2289534	2289959	+	426	5948	5911	7720	6516	3000	2897
gene-SAOUHSC_02467	CP000253.1	2290323	2291027	-	705	1097	699	688	459	69	740
gene-SAOUHSC_02468	CP000253.1	2291064	2292728	-	1665	1754	1193	1113	1046	275	1239
gene-SAOUHSC_02469	CP000253.1	2292961	2293200	+	240	61	27	23	38	5	23
gene-SAOUHSC_02470	CP000253.1	2293182	2293364	-	183	123	107	586	903	133	78
gene-SAOUHSC_02471	CP000253.1	2293918	2295324	-	1407	1919	1458	1350	2537	317	1921
gene-SAOUHSC_02472	CP000253.1	2295453	2296589	-	1137	1831	1415	2037	2479	239	1606
gene-SAOUHSC_02473	CP000253.1	2296590	2296682	-	93	0	0	0	0	0	0
gene-SAOUHSC_02474	CP000253.1	2296639	2297334	-	696	2184	1698	2053	3570	713	1574
gene-SAOUHSC_02475	CP000253.1	2297395	2297688	-	294	346	324	458	1041	50	364
gene-SAOUHSC_02476	CP000253.1	2297685	2298782	-	1098	227	156	401	638	75	173
gene-SAOUHSC_A02350	CP000253.1	2298943	2299110	+	168	7	3	0	0	0	5
gene-SAOUHSC_02477	CP000253.1	2299327	2299725	-	399	52751	48168	32225	27692	15495	38560
gene-SAOUHSC_02478	CP000253.1	2299739	2300176	-	438	40739	44367	20851	24531	2943	35546
gene-SAOUHSC_02480	CP000253.1	2300416	2301219	-	804	2940	2746	3141	3795	499	2192
gene-SAOUHSC_02481	CP000253.1	2301224	2302030	-	807	1690	1535	2088	2605	503	1238
gene-SAOUHSC_02482	CP000253.1	2302020	2302880	-	861	2399	2245	3600	4403	561	1796
gene-SAOUHSC_02483	CP000253.1	2302877	2303686	-	810	1477	1432	3031	3962	959	964
gene-SAOUHSC_02484	CP000253.1	2304224	2304592	-	369	34583	28641	19187	16526	5709	26179
gene-SAOUHSC_02485	CP000253.1	2304609	2305553	-	945	115191	99101	68174	78755	23722	95477
gene-SAOUHSC_02486	CP000253.1	2305628	2306017	-	390	35739	32739	22619	18519	8648	25603
gene-SAOUHSC_02487	CP000253.1	2306041	2306406	-	366	36192	32725	22787	38318	11238	28430
gene-SAOUHSC_02488	CP000253.1	2306429	2306542	-	114	16068	14489	10306	31114	3137	17075
gene-SAOUHSC_02489	CP000253.1	2306574	2306792	-	219	22149	19007	13361	15837	1797	16552
gene-SAOUHSC_02490	CP000253.1	2306985	2307632	-	648	77689	69058	52555	59628	20267	63407
gene-SAOUHSC_02491	CP000253.1	2307649	2308941	-	1293	121006	105019	87595	123009	23096	91603
gene-SAOUHSC_02492	CP000253.1	2308941	2309381	-	441	37310	32813	29261	26967	24020	26048
gene-SAOUHSC_02493	CP000253.1	2309398	2309577	-	180	23807	20615	15459	31134	3079	20661
gene-SAOUHSC_02494	CP000253.1	2309594	2310094	-	501	56690	50077	39220	52532	31911	42446
gene-SAOUHSC_02495	CP000253.1	2310115	2310474	-	360	42116	36154	28412	57420	7137	34932
gene-SAOUHSC_02496	CP000253.1	2310505	2311041	-	537	45165	39804	29759	28512	5494	32089
gene-SAOUHSC_02498	CP000253.1	2311066	2311464	-	399	44654	33284	27249	46792	6922	35088
gene-SAOUHSC_02499	CP000253.1	2311496	2311666	-	171	23785	18376	13788	24172	2455	17972
gene-SAOUHSC_02500	CP000253.1	2311704	2312243	-	540	55424	44802	32359	52293	10693	40531
gene-SAOUHSC_02501	CP000253.1	2312270	2312587	-	318	43716	37357	25173	47210	9939	35873
gene-SAOUHSC_02502	CP000253.1	2312623	2312991	-	369	48220	38789	25775	33653	12145	33049
gene-SAOUHSC_02503	CP000253.1	2313023	2313286	-	264	30619	26266	18374	28735	2287	24245
gene-SAOUHSC_02504	CP000253.1	2313310	2313519	-	210	16996	13640	9437	15651	1728	13500
gene-SAOUHSC_02505	CP000253.1	2313509	2313943	-	435	46431	40360	25502	32839	15560	31859
gene-SAOUHSC_02506	CP000253.1	2313946	2314599	-	654	70651	60490	38750	51502	16623	50534
gene-SAOUHSC_02507	CP000253.1	2314623	2314976	-	354	28818	24887	16390	35966	9921	21325
gene-SAOUHSC_02508	CP000253.1	2315005	2315283	-	279	44322	36856	23780	42381	9670	32089
gene-SAOUHSC_02509	CP000253.1	2315350	2316183	-	834	106641	90571	77029	98079	70366	77612
gene-SAOUHSC_02510	CP000253.1	2316216	2316491	-	276	21280	17282	14524	22071	4431	15329
gene-SAOUHSC_02511	CP000253.1	2316491	2317114	-	624	50435	44296	32904	43176	22394	37083
gene-SAOUHSC_02512	CP000253.1	2317141	2317803	-	663	60799	51181	37900	53777	24903	46507
gene-SAOUHSC_02515	CP000253.1	2318496	2318885	+	390	676	400	1109	2405	61	431
gene-SAOUHSC_02516	CP000253.1	2319077	2320255	-	1179	40871	23910	7241	6619	1160	44824
gene-SAOUHSC_02517	CP000253.1	2320524	2322659	-	2136	6853	4897	4474	5973	1424	6847
gene-SAOUHSC_02518	CP000253.1	2322685	2322780	-	96	18	3	7	20	3	37
gene-SAOUHSC_02519	CP000253.1	2322846	2323733	+	888	1298	847	1786	2797	175	1116
gene-SAOUHSC_02520	CP000253.1	2323914	2324777	+	864	3379	2619	4541	6866	1842	2383
gene-SAOUHSC_02521	CP000253.1	2324894	2325025	-	132	7	8	5	8	0	14
gene-SAOUHSC_02522	CP000253.1	2325196	2326086	-	891	1652	992	1021	1408	76	1407
gene-SAOUHSC_02523	CP000253.1	2326237	2326401	+	165	225	167	377	278	13	145
gene-SAOUHSC_02524	CP000253.1	2326646	2326963	+	318	2891	1716	1793	2230	239	2686
gene-SAOUHSC_02525	CP000253.1	2327150	2330317	-	3168	9927	7762	10369	15041	3047	7942
gene-SAOUHSC_02527	CP000253.1	2330434	2331699	-	1266	6798	4822	6635	8563	1845	5421
gene-SAOUHSC_02528	CP000253.1	2332088	2332339	+	252	85	32	369	516	21	63
gene-SAOUHSC_02529	CP000253.1	2332331	2333095	-	765	906	719	1588	2502	373	806
gene-SAOUHSC_02530	CP000253.1	2333257	2333697	+	441	1703	1027	136	178	3	2277
gene-SAOUHSC_02531	CP000253.1	2333690	2334901	+	1212	5764	3032	331	337	29	6817
gene-SAOUHSC_02532	CP000253.1	2335005	2335355	-	351	6632	3602	653	751	37	7083
gene-SAOUHSC_02533	CP000253.1	2335481	2335651	+	171	19	5	2	0	0	9
gene-SAOUHSC_02534	CP000253.1	2335708	2335851	-	144	204	140	130	128	147	138
gene-SAOUHSC_02535	CP000253.1	2335823	2335942	-	120	54	35	42	39	1	33
gene-SAOUHSC_02536	CP000253.1	2336046	2337068	-	1023	4669	3258	4546	5630	1178	2838
gene-SAOUHSC_02537	CP000253.1	2337088	2337687	-	600	1296	1017	1638	1561	553	774
gene-SAOUHSC_02538	CP000253.1	2337694	2337927	-	234	397	324	346	255	149	201
gene-SAOUHSC_02540	CP000253.1	2337933	2338379	-	447	1121	869	1040	2018	190	897
gene-SAOUHSC_02541	CP000253.1	2338393	2338878	-	486	1100	808	852	1606	205	862
gene-SAOUHSC_02542	CP000253.1	2338875	2340134	-	1260	2436	1769	1711	2352	824	1771
gene-SAOUHSC_02543	CP000253.1	2340197	2340691	+	495	2365	1941	2599	3262	396	1870
gene-SAOUHSC_02544	CP000253.1	2340693	2341199	-	507	1022	754	762	922	303	663
gene-SAOUHSC_02545	CP000253.1	2341230	2342234	-	1005	1490	1116	1516	1914	363	897
gene-SAOUHSC_02546	CP000253.1	2342404	2343009	-	606	1790	1212	1156	1409	445	1306
gene-SAOUHSC_02547	CP000253.1	2343010	2343681	-	672	1750	1134	1571	1795	185	1182
gene-SAOUHSC_02549	CP000253.1	2343695	2344477	-	783	1240	863	1545	2346	228	846
gene-SAOUHSC_02550	CP000253.1	2344767	2345564	+	798	3075	2065	2511	1324	144	1605
gene-SAOUHSC_02551	CP000253.1	2345736	2346506	-	771	2003	1431	840	795	120	1294
gene-SAOUHSC_02552	CP000253.1	2346578	2347132	-	555	591	498	402	549	94	474
gene-SAOUHSC_02553	CP000253.1	2347253	2348194	-	942	480	419	468	781	101	339
gene-SAOUHSC_02554	CP000253.1	2348593	2349501	-	909	7307	6047	5604	9762	1293	5427
gene-SAOUHSC_02555	CP000253.1	2349715	2349891	-	177	554	363	242	371	114	359
gene-SAOUHSC_02556	CP000253.1	2350014	2350880	-	867	608	463	428	869	272	496
gene-SAOUHSC_02557	CP000253.1	2351097	2351987	-	891	1741	897	243	217	31	1313
gene-SAOUHSC_02558	CP000253.1	2352262	2352564	+	303	209	102	11	13	7	127
gene-SAOUHSC_02559	CP000253.1	2352578	2352988	+	411	472	307	29	27	7	377
gene-SAOUHSC_02561	CP000253.1	2352985	2354700	+	1716	2858	1796	399	343	174	1737
gene-SAOUHSC_02562	CP000253.1	2354713	2355165	+	453	1021	580	193	202	34	645
gene-SAOUHSC_02563	CP000253.1	2355158	2355847	+	690	1342	711	236	297	30	938
gene-SAOUHSC_02564	CP000253.1	2355860	2356474	+	615	1914	1166	396	472	48	1327
gene-SAOUHSC_02565	CP000253.1	2356474	2357310	+	837	3194	1685	560	581	50	2272
gene-SAOUHSC_02566	CP000253.1	2357499	2357846	-	348	34598	15524	16897	18241	2459	30950
gene-SAOUHSC_02567	CP000253.1	2358144	2358323	+	180	1	0	1	0	0	0
gene-SAOUHSC_02568	CP000253.1	2358274	2358600	-	327	3358	2195	3054	5245	601	2817
gene-SAOUHSC_02569	CP000253.1	2358664	2359407	-	744	1451	943	2368	3709	682	1489
gene-SAOUHSC_02570	CP000253.1	2359433	2361388	-	1956	2649	1980	7362	9608	1208	2118
gene-SAOUHSC_02571	CP000253.1	2361998	2362801	+	804	15212	18057	2554	1874	608	20099
gene-SAOUHSC_02572	CP000253.1	2362818	2363060	-	243	20305	16638	49365	64256	9457	13708
gene-SAOUHSC_02573	CP000253.1	2363234	2364634	-	1401	1993	1887	12766	19835	6312	1476
gene-SAOUHSC_02574	CP000253.1	2364729	2365811	-	1083	1970	1595	12120	14679	2972	1461
gene-SAOUHSC_02575	CP000253.1	2366059	2366481	+	423	324	231	1409	1166	86	228
gene-SAOUHSC_02576	CP000253.1	2366718	2367218	+	501	1016	1113	1214	1429	348	1175
gene-SAOUHSC_A02445	CP000253.1	2367266	2367523	+	258	27	21	29	13	5	23
gene-SAOUHSC_02577	CP000253.1	2367580	2368533	+	954	5672	4411	10369	14780	3208	3470
gene-SAOUHSC_02579	CP000253.1	2368625	2369749	-	1125	4038	3006	2571	2896	626	3579
gene-SAOUHSC_02580	CP000253.1	2370060	2370698	-	639	3907	2988	4601	5598	977	3175
gene-SAOUHSC_A02450	CP000253.1	2370858	2371091	-	234	127	61	372	622	12	150
gene-SAOUHSC_02581	CP000253.1	2371319	2371792	-	474	9189	6961	13054	16281	2704	6472
gene-SAOUHSC_02582	CP000253.1	2371792	2374746	-	2955	40765	35847	64268	74696	19604	29546
gene-SAOUHSC_02583	CP000253.1	2375348	2376271	-	924	13924	11475	6094	9110	2553	12005
gene-SAOUHSC_02584	CP000253.1	2376428	2377225	-	798	1988	2674	2529	3259	391	1280
gene-SAOUHSC_02585	CP000253.1	2377610	2378302	+	693	3881	3010	3372	6049	429	2937
gene-SAOUHSC_02586	CP000253.1	2378658	2378972	+	315	246	160	77	127	15	201
gene-SAOUHSC_02587	CP000253.1	2378949	2379686	-	738	470	245	1177	1355	88	265
gene-SAOUHSC_02588	CP000253.1	2379510	2380064	+	555	50	23	32	36	7	19
gene-SAOUHSC_02589	CP000253.1	2380509	2381381	+	873	14712	10732	7761	8644	659	10880
gene-SAOUHSC_02590	CP000253.1	2381768	2383147	-	1380	7999	7515	15729	19925	4763	7256
gene-SAOUHSC_02591	CP000253.1	2383427	2383783	+	357	668	390	1183	1761	54	426
gene-SAOUHSC_02592	CP000253.1	2383780	2383965	+	186	538	410	950	1370	206	352
gene-SAOUHSC_02593	CP000253.1	2384061	2384252	-	192	255	236	867	1131	62	167
gene-SAOUHSC_02594	CP000253.1	2384263	2384898	-	636	700	553	2458	5059	482	435
gene-SAOUHSC_02595	CP000253.1	2384973	2385890	-	918	230	147	2732	4714	230	150
gene-SAOUHSC_02596	CP000253.1	2386157	2386687	+	531	240	193	419	505	19	204
gene-SAOUHSC_02597	CP000253.1	2386753	2388357	-	1605	1959	1647	3456	4465	714	1178
gene-SAOUHSC_02599	CP000253.1	2388687	2389451	+	765	253	166	722	781	52	160
gene-SAOUHSC_02600	CP000253.1	2389509	2390015	-	507	2031	1524	3295	6020	1070	1299
gene-SAOUHSC_02601	CP000253.1	2390182	2391393	-	1212	906	733	2758	3613	1120	669
gene-SAOUHSC_02602	CP000253.1	2391278	2391637	+	360	102	59	24	31	5	61
gene-SAOUHSC_02603	CP000253.1	2391720	2392289	-	570	176	94	663	1006	92	111
gene-SAOUHSC_02604	CP000253.1	2392776	2393657	-	882	5641	4864	19896	25192	13439	3578
gene-SAOUHSC_02605	CP000253.1	2393768	2394889	-	1122	935	688	1674	2839	785	649
gene-SAOUHSC_02606	CP000253.1	2395166	2396404	-	1239	3043	2058	843	1113	274	1964
gene-SAOUHSC_02607	CP000253.1	2396404	2398065	-	1662	2527	1910	514	765	291	1778
gene-SAOUHSC_02608	CP000253.1	2398225	2399109	+	885	366	248	426	537	22	189
gene-SAOUHSC_02609	CP000253.1	2399531	2399950	+	420	48	32	38	37	2	32
gene-SAOUHSC_02610	CP000253.1	2400206	2401141	-	936	5797	5809	13980	16261	9425	3642
gene-SAOUHSC_02611	CP000253.1	2401431	2402690	+	1260	2804	1785	4362	5078	495	2127
gene-SAOUHSC_02612	CP000253.1	2402756	2403442	-	687	1214	912	2492	2702	491	681
gene-SAOUHSC_02613	CP000253.1	2403616	2404269	+	654	766	560	1687	1562	150	415
gene-SAOUHSC_A02483	CP000253.1	2404293	2404481	+	189	12	7	29	18	5	14
gene-SAOUHSC_02614	CP000253.1	2404505	2405524	-	1020	2442	2000	3136	4676	600	1683
gene-SAOUHSC_02615	CP000253.1	2405554	2405880	-	327	925	819	1634	3028	604	704
gene-SAOUHSC_02616	CP000253.1	2405929	2406114	-	186	6	4	13	6	0	6
gene-SAOUHSC_02618	CP000253.1	2406098	2407330	-	1233	1719	1110	845	1103	71	1274
gene-SAOUHSC_02619	CP000253.1	2407323	2408222	-	900	392	275	197	225	7	298
gene-SAOUHSC_02620	CP000253.1	2408453	2409100	-	648	4896	3363	568	781	75	5093
gene-SAOUHSC_02621	CP000253.1	2409499	2410107	+	609	371	226	338	344	244	200
gene-SAOUHSC_02622	CP000253.1	2410444	2411652	+	1209	1127	931	696	517	103	963
gene-SAOUHSC_02623	CP000253.1	2411700	2412749	-	1050	5485	4170	4720	5774	1379	4269
gene-SAOUHSC_02624	CP000253.1	2412780	2413727	-	948	1578	1217	2062	2208	134	1246
gene-SAOUHSC_02625	CP000253.1	2413824	2414315	+	492	902	626	1392	2129	103	543
gene-SAOUHSC_02626	CP000253.1	2414312	2414731	+	420	1140	885	2115	3477	529	736
gene-SAOUHSC_02627	CP000253.1	2414839	2415741	-	903	1884	1209	3341	3866	1156	1128
gene-SAOUHSC_02628	CP000253.1	2415967	2416605	+	639	2770	1978	3081	3030	365	2029
gene-SAOUHSC_02629	CP000253.1	2416851	2418782	-	1932	14504	22985	23455	32716	6808	14229
gene-SAOUHSC_02630	CP000253.1	2418795	2419442	-	648	5481	8375	8276	13455	1823	4833
gene-SAOUHSC_02631	CP000253.1	2419563	2420114	+	552	469	217	1089	1060	73	266
gene-SAOUHSC_02632	CP000253.1	2420344	2420631	-	288	177	125	366	756	133	129
gene-SAOUHSC_02633	CP000253.1	2420613	2421551	-	939	324	364	913	1346	154	288
gene-SAOUHSC_02634	CP000253.1	2421661	2421789	-	129	10	9	5	5	2	10
gene-SAOUHSC_02635	CP000253.1	2421820	2423202	-	1383	5989	4071	3106	4556	303	4879
gene-SAOUHSC_A02503	CP000253.1	2423112	2423381	+	270	47	18	32	29	0	19
gene-SAOUHSC_02636	CP000253.1	2423442	2423618	-	177	7120	4871	4966	4893	1019	5125
gene-SAOUHSC_02637	CP000253.1	2423661	2423897	-	237	4713	3245	4159	5343	596	4251
gene-SAOUHSC_02638	CP000253.1	2424092	2425060	+	969	615	483	2042	3338	401	305
gene-SAOUHSC_A02505	CP000253.1	2425299	2425460	-	162	69	61	29	44	64	47
gene-SAOUHSC_02639	CP000253.1	2425635	2425991	+	357	17	15	78	94	7	14
gene-SAOUHSC_02640	CP000253.1	2426131	2426796	-	666	802	513	175	212	21	502
gene-SAOUHSC_02641	CP000253.1	2426796	2427851	-	1056	461	337	116	98	12	345
gene-SAOUHSC_02643	CP000253.1	2427987	2428661	+	675	680	506	668	822	127	593
gene-SAOUHSC_02644	CP000253.1	2428654	2430027	+	1374	3313	2326	1870	1990	190	2813
gene-SAOUHSC_02645	CP000253.1	2430190	2430633	+	444	1346	3300	27472	7303	210	921
gene-SAOUHSC_02646	CP000253.1	2430630	2431085	+	456	2021	4887	28224	6646	562	1234
gene-SAOUHSC_02647	CP000253.1	2431151	2432629	-	1479	7555	5392	4606	5662	1846	4665
gene-SAOUHSC_02648	CP000253.1	2433010	2434608	-	1599	11473	8241	27573	31374	5648	9806
gene-SAOUHSC_02649	CP000253.1	2434925	2436598	+	1674	4164	3323	3480	3927	406	2962
gene-SAOUHSC_02650	CP000253.1	2436751	2437380	-	630	8168	7765	22467	39401	4006	5456
gene-SAOUHSC_02651	CP000253.1	2437694	2438209	-	516	369	260	892	1278	212	231
gene-SAOUHSC_02652	CP000253.1	2438502	2439404	+	903	1192	855	1709	2991	867	673
gene-SAOUHSC_02653	CP000253.1	2439450	2439785	-	336	228	178	235	385	207	103
gene-SAOUHSC_02654	CP000253.1	2439887	2440921	-	1035	707	433	652	999	147	316
gene-SAOUHSC_02655	CP000253.1	2440932	2441048	-	117	1	0	1	0	0	1
gene-SAOUHSC_02656	CP000253.1	2441153	2441584	-	432	1835	1238	1834	2560	837	1279
gene-SAOUHSC_02657	CP000253.1	2441636	2441728	+	93	42	14	13	16	0	20
gene-SAOUHSC_02658	CP000253.1	2441791	2443068	-	1278	1309	1015	1121	2124	180	951
gene-SAOUHSC_02659	CP000253.1	2443229	2443852	+	624	18382	12717	3022	4202	143	15366
gene-SAOUHSC_02660	CP000253.1	2443898	2444842	+	945	26004	17297	4302	4721	239	22732
gene-SAOUHSC_02661	CP000253.1	2444928	2446178	-	1251	7524	6812	545	278	43	4809
gene-SAOUHSC_02662	CP000253.1	2446156	2446371	-	216	838	915	53	69	18	574
gene-SAOUHSC_02663	CP000253.1	2446357	2446938	+	582	649	573	1675	3227	208	345
gene-SAOUHSC_02664	CP000253.1	2448426	2450531	+	2106	4528	3157	3736	4812	287	3906
gene-SAOUHSC_02665	CP000253.1	2450602	2451024	+	423	6613	6055	15089	15124	1849	4465
gene-SAOUHSC_02666	CP000253.1	2451289	2451645	+	357	868	618	2085	2583	153	628
gene-SAOUHSC_02667	CP000253.1	2452049	2453326	-	1278	19620	15467	16547	23434	3941	16867
gene-SAOUHSC_02668	CP000253.1	2453508	2453873	-	366	289	196	1166	1369	50	184
gene-SAOUHSC_02669	CP000253.1	2454271	2454717	+	447	5006	3555	7306	9774	492	3578
gene-SAOUHSC_02670	CP000253.1	2454933	2455361	+	429	5030	3579	3380	4337	211	4288
gene-SAOUHSC_02671	CP000253.1	2455468	2456637	-	1170	969	805	1232	5596	364	733
gene-SAOUHSC_02672	CP000253.1	2457007	2457645	+	639	274	172	148	184	12	206
gene-SAOUHSC_02673	CP000253.1	2457715	2457921	+	207	85	50	39	55	11	56
gene-SAOUHSC_02674	CP000253.1	2457900	2458640	+	741	552	349	285	477	30	488
gene-SAOUHSC_02675	CP000253.1	2458898	2459500	-	603	2141	1407	1415	2015	222	1522
gene-SAOUHSC_02676	CP000253.1	2459574	2460608	-	1035	3797	2985	3437	5155	761	2993
gene-SAOUHSC_02677	CP000253.1	2460632	2461084	-	453	1626	1246	1954	2812	280	1276
gene-SAOUHSC_02678	CP000253.1	2461104	2461781	-	678	707	554	1123	1532	101	505
gene-SAOUHSC_02679	CP000253.1	2461774	2462364	-	591	159	83	413	649	45	83
gene-SAOUHSC_02680	CP000253.1	2462342	2463787	-	1446	530	345	1543	2152	525	307
gene-SAOUHSC_02681	CP000253.1	2463891	2467580	-	3690	810	487	2049	2796	560	380
gene-SAOUHSC_02682	CP000253.1	2467889	2468866	-	978	1327	947	1552	3054	581	883
gene-SAOUHSC_02683	CP000253.1	2468857	2469171	-	315	169	142	296	616	204	124
gene-SAOUHSC_02684	CP000253.1	2469175	2471580	-	2406	933	743	1299	2493	444	712
gene-SAOUHSC_02685	CP000253.1	2471646	2472377	-	732	116	86	85	241	44	87
gene-SAOUHSC_02686	CP000253.1	2472607	2473143	-	537	529	362	610	1165	152	334
gene-SAOUHSC_02687	CP000253.1	2473376	2474200	-	825	1162	980	3673	4713	465	818
gene-SAOUHSC_02688	CP000253.1	2474417	2474599	-	183	9	5	54	142	17	13
gene-SAOUHSC_02689	CP000253.1	2474683	2475150	-	468	114	89	468	516	37	88
gene-SAOUHSC_02690	CP000253.1	2475336	2476886	-	1551	21139	12815	2440	4217	481	13376
gene-SAOUHSC_02691	CP000253.1	2477181	2477447	-	267	6662	5244	1974	2140	289	4822
gene-SAOUHSC_02692	CP000253.1	2477447	2477698	-	252	3411	2700	1013	1713	71	2407
gene-SAOUHSC_02693	CP000253.1	2477863	2477964	-	102	47	24	39	18	2	25
gene-SAOUHSC_02694	CP000253.1	2477971	2478570	-	600	2407	1828	2738	4376	210	1956
gene-SAOUHSC_02695	CP000253.1	2478589	2478939	-	351	697	605	1127	1232	134	600
gene-SAOUHSC_02696	CP000253.1	2479206	2480456	+	1251	2777	1861	524	564	42	2385
gene-SAOUHSC_02697	CP000253.1	2480553	2481284	-	732	45232	30874	9113	14843	4567	36768
gene-SAOUHSC_02698	CP000253.1	2481281	2482000	-	720	22550	15287	5765	9247	2883	18309
gene-SAOUHSC_02699	CP000253.1	2481981	2482760	-	780	18425	11243	4583	8490	1517	15342
gene-SAOUHSC_02700	CP000253.1	2482881	2484239	-	1359	4761	4637	6301	12381	967	4175
gene-SAOUHSC_02701	CP000253.1	2484250	2484393	-	144	103	75	110	183	3	76
gene-SAOUHSC_02702	CP000253.1	2484494	2484598	+	105	4663	1815	131	172	8	1202
gene-SAOUHSC_02703	CP000253.1	2484752	2485438	-	687	7711	5546	14546	20185	2137	4503
gene-SAOUHSC_02704	CP000253.1	2485765	2486631	-	867	2760	1891	2179	2468	237	2302
gene-SAOUHSC_02705	CP000253.1	2487184	2487288	-	105	14	8	36	73	4	18
gene-SAOUHSC_02706	CP000253.1	2487383	2488693	+	1311	26042	24079	31427	47543	2650	16650
gene-SAOUHSC_02707	CP000253.1	2488633	2488815	-	183	56	44	26	22	3	32
gene-SAOUHSC_02708	CP000253.1	2489229	2490158	+	930	5783	3798	12860	21336	1044	2092
gene-SAOUHSC_02709	CP000253.1	2490726	2491673	+	948	12271	8352	15062	21851	989	5167
gene-SAOUHSC_02710	CP000253.1	2491675	2492652	+	978	14351	10244	11970	15652	1043	5734
gene-SAOUHSC_02711	CP000253.1	2492704	2493171	-	468	155	72	71	84	6	111
gene-SAOUHSC_02712	CP000253.1	2493182	2493874	-	693	376	239	237	454	51	263
gene-SAOUHSC_02713	CP000253.1	2493885	2495000	-	1116	366	209	288	375	39	230
gene-SAOUHSC_02714	CP000253.1	2494978	2495985	-	1008	280	183	184	284	44	194
gene-SAOUHSC_02715	CP000253.1	2495987	2497345	-	1359	225	117	80	63	11	126
gene-SAOUHSC_02716	CP000253.1	2497323	2498009	-	687	77	61	28	21	3	48
gene-SAOUHSC_A02577	CP000253.1	2498063	2498230	-	168	2	1	4	3	0	4
gene-SAOUHSC_02717	CP000253.1	2498230	2498373	-	144	3	2	0	1	1	2
gene-SAOUHSC_02718	CP000253.1	2498461	2500194	-	1734	749	344	224	414	32	463
gene-SAOUHSC_02719	CP000253.1	2500219	2501982	-	1764	281	171	139	174	38	219
gene-SAOUHSC_02720	CP000253.1	2502476	2502583	-	108	0	1	4	1	1	1
gene-SAOUHSC_02721	CP000253.1	2502610	2502717	-	108	6484	4498	4549	1786	730	3202
gene-SAOUHSC_02722	CP000253.1	2502851	2503237	-	387	895	625	1025	828	90	750
gene-SAOUHSC_02723	CP000253.1	2503505	2504647	+	1143	19765	18363	4576	4077	1748	19720
gene-SAOUHSC_02724	CP000253.1	2504707	2505366	+	660	40725	38135	8115	9818	918	45138
gene-SAOUHSC_02725	CP000253.1	2505548	2506759	+	1212	4077	3486	11787	12999	2550	2732
gene-SAOUHSC_02726	CP000253.1	2506882	2507355	-	474	240	243	431	759	243	192
gene-SAOUHSC_02727	CP000253.1	2507555	2508124	+	570	2341	1691	4420	5990	1567	851
gene-SAOUHSC_02728	CP000253.1	2508187	2508993	-	807	718	420	433	926	62	416
gene-SAOUHSC_02729	CP000253.1	2509280	2510689	+	1410	1696	2112	4759	7045	892	1284
gene-SAOUHSC_02731	CP000253.1	2510827	2512905	+	2079	5952	3814	8377	13259	802	4857
gene-SAOUHSC_02732	CP000253.1	2512984	2513085	-	102	1	1	6	6	0	4
gene-SAOUHSC_02733	CP000253.1	2513045	2514874	-	1830	8403	6331	16351	25061	3375	4817
gene-SAOUHSC_02734	CP000253.1	2514968	2515072	-	105	2	1	7	2	0	4
gene-SAOUHSC_02736	CP000253.1	2515106	2516602	+	1497	3721	2413	3440	3861	305	2729
gene-SAOUHSC_02737	CP000253.1	2516694	2517545	-	852	1986	1680	1384	1668	346	1026
gene-SAOUHSC_02738	CP000253.1	2517701	2517898	+	198	31	12	1	2	0	12
